feature_num,impact
7004,0.007686885099854261
2304,0.007679748333376535
2444,0.007673460852266051
7581,0.0076494102837070315
7954,0.007644892299503272
3241,0.007643104379234161
6348,0.007639532926192993
684,0.007609509450453601
2450,0.007572091789753745
5627,0.007567686610673568
7753,0.0075482167072011795
3523,0.007541400395629182
7232,0.007536416016901163
7816,0.007524436445275055
454,0.007499675289459493
994,0.0074798908557945866
3378,0.007432967362356277
131,0.0074323750366034605
5801,0.007428223456208931
5069,0.007417860933910756
2777,0.00739670568202174
6731,0.007392070653571019
6625,0.0073900743469462096
299,0.0073770938006860074
3251,0.007366515814038388
3750,0.007343702767943543
5113,0.0073348773433959775
3019,0.007311936950992722
6832,0.007299969088600282
3887,0.007298568612390348
5601,0.007293854562510389
6488,0.007272272220289428
548,0.007256875542705408
2328,0.0072433283685628055
6015,0.007241613468075396
1453,0.007231269678131358
8065,0.007192841709186248
7921,0.007181393279709067
1412,0.007152102957349285
4476,0.007150248823381356
7922,0.0071502190812409855
6978,0.007147801628808015
5931,0.007127539267699402
489,0.007123171166717115
1680,0.007120169371298
5415,0.007118981789871088
6464,0.007092762475699919
3436,0.007069478259082521
5894,0.007067940310105318
4456,0.007067299957528443
5510,0.0070641727008352515
2001,0.007061925792248977
1048,0.007048647926811441
7020,0.007040809161470263
2627,0.007028760999761329
7870,0.007024625860015444
5302,0.007023138817621987
800,0.007020730276705438
6189,0.007008685351594513
4128,0.007008602780717894
4652,0.007007856903500365
2822,0.007006352903622675
2365,0.006995702107033131
6811,0.006992331420886787
7716,0.006984634225229944
1662,0.006975909666394633
3728,0.006975545191222743
3646,0.006975422957393467
1311,0.006956808355116489
2347,0.006951755291409957
5242,0.006941577222536814
7432,0.006926336355173177
6396,0.006923615718727178
4713,0.0069180329587083325
4597,0.006910957449795224
4230,0.006892484704754604
4013,0.006890142303264172
7682,0.006889453258512173
2226,0.00688747919165213
5273,0.006880235635236493
835,0.006874497087865632
582,0.006871319706175685
1479,0.0068590574536032435
2084,0.006855987799401976
5920,0.0068430072329526866
7944,0.006831833051812312
2210,0.006831082379822205
2031,0.006821781718306347
176,0.006819546732608156
6528,0.006804314449629586
867,0.006797046228374208
1505,0.00679248243298085
7421,0.006784592423048061
315,0.0067818704985823895
1017,0.006768236928683341
1781,0.006767010590663504
4561,0.006763683068020016
5449,0.006761067371985073
527,0.006759422431769349
1264,0.006756914672031822
5713,0.00674890299195806
1822,0.006721459067080186
6069,0.0067146778292726614
5971,0.006708013096715332
7423,0.006704496000223489
4768,0.006702038872050679
5508,0.0066878600265808325
6257,0.006673727573245803
5884,0.006670312993847301
2932,0.00666245105290109
6934,0.006654241322912702
6684,0.006640962161595086
7662,0.00663676406439125
4725,0.00661764905233125
1487,0.00660263543156105
2383,0.006601494317906157
3080,0.006592697615818594
7794,0.006591723238382634
6236,0.006583030829740676
4880,0.006573360515309991
1111,0.006570659550256829
1020,0.006561010068209502
5319,0.006558564116879738
1719,0.006558383360596187
4917,0.006551940509352282
2202,0.006542215220236555
6461,0.006541298943492078
6475,0.006534170946576866
6051,0.006529815023321343
5422,0.0065147427218394316
1570,0.006484862363526606
2378,0.006478495862237069
3214,0.006475382812178116
6089,0.006470268055625079
3007,0.006467624077667869
1772,0.006461198817108866
3953,0.006454289647208399
1183,0.0064514854131428705
2669,0.006448415581399035
6465,0.006442992025313581
3562,0.006435588041602743
3794,0.006432515623062682
5266,0.006429308828316747
5412,0.006425008049469749
6557,0.006418579882871101
8116,0.006414812656542439
2002,0.006396349038734791
6820,0.006394669461507311
3376,0.006394399032041684
7297,0.0063781954377076485
4977,0.006370919162773291
7081,0.006364119565626261
3202,0.006357813916094992
2939,0.006349940889581059
2312,0.006347193665747892
7458,0.00634688497779424
3061,0.006332148721646013
7229,0.0063298470311858555
2005,0.006324728267610544
7162,0.006321365636688841
5590,0.006296339325441439
7098,0.006269919307232478
2480,0.006268212215564792
3504,0.006261193737558882
7033,0.006244704442325609
8094,0.0062409857873234305
3883,0.006238850432219205
5557,0.006234338364489078
7418,0.006233043798883056
5892,0.006230995542813828
4674,0.006229228054834057
563,0.006229225241185669
5035,0.006227558160734508
4763,0.006214959384690763
6692,0.006210071516514145
6175,0.00620742640172656
3090,0.006199294431673489
3004,0.006191573956722503
5724,0.006191544153448301
6753,0.006190534789293579
7690,0.006187719051833126
6024,0.006180737266789415
199,0.006180431163506312
4898,0.006175164111494315
1387,0.006174269888154126
3683,0.006174182350113312
508,0.0061578613570439766
4445,0.006157640281601441
5124,0.006156009057955769
2784,0.006139672758845858
2877,0.006137240511947266
2963,0.006132025132546909
6776,0.006128104126040569
3684,0.006116889538674045
4602,0.006111139888242288
4518,0.006110639759384661
2584,0.00609983303524427
1868,0.00609669235971908
2274,0.006075543201283913
5811,0.0060617686472797154
4786,0.0060609075674685564
7986,0.006055965912495374
3392,0.006052533332657136
4770,0.006046763173046489
668,0.00604273558148051
6980,0.00603487653816507
7923,0.006033408697141928
2483,0.0060170280505077505
1548,0.006015576984914369
7459,0.0060152456676187205
2761,0.006013408399939924
1115,0.006009825500851563
5487,0.006009391415281409
4041,0.005983935070735846
3701,0.0059788968523126085
3608,0.0059667889118347524
3446,0.00596522137564027
2033,0.005965167691665061
7069,0.005962507843111624
5661,0.005953896255417662
4437,0.0059527177689215685
2332,0.005951955138995421
2600,0.005944947713111774
2235,0.005941758382333313
4075,0.0059382308536848095
6167,0.005937989043622334
627,0.005927077361102775
5895,0.005917754854683585
7126,0.005916874844502004
964,0.005914076236940382
864,0.005907154487630954
3200,0.00590434637007948
1792,0.005900268468145847
4941,0.005893347325520611
748,0.005878443490652683
5752,0.005873350672513714
7060,0.005864770488476195
4706,0.005859482496157038
5264,0.00583758810983417
4346,0.005815232116368184
2140,0.005810974339893919
5923,0.0058036535415244015
2652,0.005785073732320676
1730,0.005782350600102986
6259,0.005775530009857394
3498,0.005768359002349944
1541,0.005766389838084227
2092,0.005757149925063719
1935,0.005753029543151535
1326,0.005749296705425404
6340,0.005746070642916838
2546,0.00573489688469263
3836,0.005733022082653237
3563,0.005730079285745614
2702,0.00571592690224746
7871,0.005709568370271454
674,0.00569797935720245
1840,0.0056969547416927295
7655,0.005683085360967266
5424,0.005668431147465682
6268,0.005667322739901897
6179,0.005667113871852761
7386,0.005663253930504951
6844,0.005662307489603672
4454,0.005662238677149545
2815,0.0056575420069976436
3535,0.005656705422810115
7882,0.005643665813981894
1052,0.005638415883457133
259,0.005636307098114593
4959,0.005634628777250513
585,0.005628853507911591
5098,0.005621013473404704
4071,0.0056102090237590465
7803,0.005609284623135121
5964,0.005608785319452823
4308,0.005606023293529869
950,0.005594036543336071
3410,0.005592372694279755
5654,0.00559232886419875
1468,0.005581689784050558
5996,0.005574558823268203
2067,0.005567913414786159
7107,0.005566167706042627
2974,0.005552442440609602
5046,0.005549169960883316
793,0.005548375451536828
3437,0.005540579044960245
3373,0.005537346067779626
4035,0.005524164364778524
6601,0.005519512874839227
1911,0.005515114343234179
5938,0.005514777655776134
440,0.005505570728596618
4812,0.0054987794190691185
3952,0.005489256707375894
2112,0.00548856840571286
2335,0.005488435024679451
506,0.005487295532640166
3343,0.005485921020090247
4884,0.0054853028493421765
6174,0.005484401901735169
2908,0.005477393763773437
3764,0.005457513372895408
7724,0.005450376433630652
1590,0.005449422994021204
4393,0.005425019339058543
2582,0.005424760099896906
6285,0.005423120590228225
5275,0.005421622377443952
2136,0.005414658323522851
5891,0.005413844302305276
4539,0.005413796516830688
87,0.005402470448243556
3668,0.00538242213957471
3660,0.005380023595347281
7074,0.005379142764605852
1137,0.005377778766633756
4716,0.005377131555492908
2336,0.005376445597281149
7968,0.005371413329229913
6606,0.005368896416298345
6018,0.0053577491677342035
397,0.005353656274124421
3040,0.005353306502479363
5810,0.005339814191731102
6320,0.005338149216630112
6086,0.005334430017078223
1494,0.005324561207720457
6129,0.005316725357768448
1955,0.005316425613879739
666,0.005308590790466206
6494,0.005306209569498712
3322,0.005305910544889194
5743,0.005302995113795397
7094,0.005302257359284002
744,0.005295204511951665
7045,0.005286030551273439
77,0.005285182675634931
379,0.0052784371941901435
1824,0.00527827642892915
4077,0.0052752771099397015
1961,0.00527232288574354
1782,0.005255256529901699
7244,0.00525482991598985
5897,0.005251628501829794
6441,0.005250770581291376
7323,0.005246883351894349
930,0.005240838242122332
1144,0.005239742814468278
7723,0.005239720846285047
2474,0.005221348500993537
4555,0.005216406300004926
1068,0.005216079481593656
6409,0.005209174127561417
6696,0.005204079640642043
2311,0.005199528033001881
3591,0.005196139628754083
6652,0.005192989004983767
3564,0.005189784114256635
1717,0.005183626526522071
946,0.005179544544548598
3962,0.005179359085079811
6406,0.005176257080920033
7142,0.005175405719727919
7452,0.005172124194979459
4188,0.005168259647409256
2218,0.005161049711629694
425,0.005159680708873297
1554,0.005146152209225825
6508,0.005142306167112566
7491,0.005135024187582552
8056,0.00512884586545031
2355,0.005123309446973875
5641,0.005123087133593127
6882,0.005117825651423913
1188,0.005112101931450957
5764,0.0050989277506192
2876,0.005098446623141947
4906,0.0050881391068115425
533,0.005087926515179846
1099,0.005086028746789453
6211,0.005081659999905278
3869,0.00507203196177553
6531,0.005069821902361944
7503,0.005066600630809425
5662,0.005066088668775127
3207,0.005065139362770945
8186,0.005060954766947106
6270,0.005052050872142655
1134,0.005050920280324512
2830,0.005046792184570667
1869,0.005041674358169996
7114,0.005041024505845965
3018,0.0050399836618885445
1797,0.005035637056910748
7200,0.0050324478372884
4122,0.005031296686362418
2676,0.005030649832372868
3248,0.005022755979654073
724,0.005014886558569018
8048,0.00501475447100103
698,0.005007685661831216
2266,0.005003135461713109
792,0.005002835798086828
4332,0.005001916021325751
7813,0.005000069482089654
4386,0.004994625745090377
295,0.004993050080378139
520,0.004990983662574775
6472,0.0049786049048899435
395,0.004975069085046056
5994,0.004966202667998626
5756,0.004964946744812586
8095,0.004954842282056241
1091,0.00495367352579704
4846,0.004949340739353513
6077,0.004939724955615305
4030,0.004933213068531895
6845,0.004921671474213546
7693,0.004920690210672864
2231,0.004918488575195402
4328,0.00490992589885081
4019,0.0049008091952402605
4877,0.004875264991144784
480,0.004870444636504172
2371,0.004868214384954736
838,0.004856038273470295
7761,0.00485019736802364
7341,0.004847287937715472
2313,0.004825823375730219
2529,0.00482560275151749
4490,0.004820870359496576
1056,0.004808399715507026
1740,0.00480326172072859
1798,0.004794015864810939
4018,0.004793274247896618
6722,0.004791042573830292
4845,0.004783686282627214
2792,0.004777030025131478
2271,0.00477565628631475
5219,0.004774891267954995
3570,0.004773022083566023
1960,0.004771369198936731
7322,0.0047704194414107046
5031,0.00476578285116584
611,0.004754604207988501
3005,0.0047542407747286596
3480,0.0047532714170450885
1217,0.004736350211162983
1951,0.004733576694875542
6970,0.004733550310370437
5911,0.004733426427927271
2407,0.004726130634765356
6190,0.004716527757797343
803,0.004715651892722908
3502,0.004714758939663162
3851,0.004712575662246695
3752,0.00470879577123198
2472,0.00470527388777895
7817,0.0047027438825811094
2008,0.004697343267365308
1446,0.004696521640450678
5045,0.004696198865736639
1936,0.004692125283130306
3140,0.004691523629699275
7274,0.004688263384998398
5983,0.004687971848664348
3161,0.004686177258993325
4117,0.004673901640962258
3242,0.004673679039838009
6009,0.004665167802209698
7402,0.004662252464951011
6751,0.004656305662864999
1924,0.0046547433444687775
3533,0.004642487668419602
5163,0.00463561305475721
2403,0.0046338574113406385
4219,0.004633078357827997
6502,0.004630567820912205
72,0.00462346485748983
6153,0.004615264605382132
5620,0.0046152393698882825
1564,0.004613091029537109
1646,0.004609427899227612
40,0.004598738836934763
1451,0.004594278612125906
6950,0.004587500904494921
6990,0.004586228618771561
3458,0.004584355242866281
7380,0.004569677131211396
3223,0.004560470055274041
194,0.004560105193737095
2696,0.004557777035056331
5690,0.004555703269965294
4681,0.004550168452795943
1632,0.0045419178170073154
6517,0.004537825723024468
6720,0.004536675762636437
3579,0.00453538527093411
2294,0.00453364598153256
1885,0.004526820119439986
981,0.0045263676120195825
2693,0.004521508532544391
6431,0.004519844779498015
3711,0.004514862062418862
5748,0.004509871417252345
6304,0.004504577189639553
4483,0.004503801957144001
1545,0.004501193651550807
2430,0.004498712623574856
4781,0.004494046694122794
894,0.004491440464531637
7891,0.004491409121842848
1069,0.004490494200767238
7251,0.004488591853244875
3325,0.004488157857120906
7900,0.004487187710036951
4840,0.004484884870433106
3269,0.004479843676572996
7233,0.004474161352787158
5095,0.004472365881825565
5043,0.004471672520964329
5677,0.004469250225185925
1110,0.004465365456745993
3315,0.004459232324722075
1275,0.004451358113778977
5814,0.004447903038210474
8026,0.004445988779721635
628,0.004441947040391844
4049,0.004434809600557539
7810,0.004430964845679223
7593,0.004429395781146671
7083,0.004426160680536806
3422,0.004415658732020377
3049,0.004410934578754687
7210,0.004399198471763038
2330,0.004395077485710283
5516,0.0043928469809176515
2847,0.0043900606369046856
767,0.004389858919770767
7685,0.004381733110933039
4698,0.004378786697081248
2927,0.004367888420637488
907,0.004365401755071728
4819,0.00436423994207728
2138,0.004364210908795073
3335,0.004362753658814801
6739,0.004361852573962644
2873,0.004357062050233352
2058,0.004340022670623003
1274,0.004334856860298306
4863,0.004332547465114884
830,0.004328329693258483
7252,0.004325741541010647
7603,0.004313725830506502
424,0.004309478241549428
2426,0.0043092876078160425
6529,0.004307302633860896
4634,0.004302925566969777
5886,0.004297453930624236
2408,0.004297279504835254
4556,0.00429067879062022
8080,0.004285302303226284
3478,0.004284400853889066
5353,0.004279945182783497
5694,0.004279851196212693
2774,0.004278896093901121
6080,0.004278150605118937
6301,0.004276278691658997
7320,0.004274414300717059
631,0.004270820957750514
4576,0.004269958120765419
2601,0.004269122002351311
1696,0.004269099842871022
7864,0.004262867866625391
7632,0.004259502657713401
3829,0.004259281669765181
5127,0.004258574861640385
5495,0.004252533169505703
2188,0.0042382818587850465
347,0.004237335148074126
2554,0.004234797827980674
13,0.004227527210729077
2562,0.004218558548662157
5290,0.004212312876879784
6248,0.004210829766878418
5686,0.004208637751137042
1057,0.004207093780080325
4250,0.004205038260264797
1802,0.00419900848500907
7000,0.004198219790536166
1808,0.004179907197964537
2630,0.004179178562113821
993,0.0041734172760328776
6702,0.0041650428524095656
6411,0.004163679319227959
7850,0.004153011127554688
5522,0.004152437060004938
167,0.004152284156918913
6792,0.004151910804984033
57,0.0041501449216699285
1861,0.0041489892797286505
5122,0.004148244663924251
3066,0.004145402548724659
3249,0.004130065570998185
4562,0.004128637929563876
3679,0.0041283521287773794
6378,0.004124352761913084
3328,0.0041214304137602385
664,0.004120310453920801
6316,0.00412023623975382
1171,0.004117256719905532
5241,0.004116527413232395
7426,0.004110642166645593
885,0.00410868550125146
37,0.004106523422763847
1915,0.004091664362109514
3231,0.004089934908895788
1742,0.004087636402485864
1940,0.0040867513151354945
4212,0.004083848504224205
4379,0.004076509952628595
407,0.004076170118638653
3425,0.004071598511270637
2463,0.004070811832812541
3705,0.004066083313447612
1211,0.0040638497766128144
7133,0.004057977660199575
7886,0.004055603211489145
3370,0.0040553294923628865
6370,0.004053764066626926
4135,0.004047789513588085
7286,0.004045993270854928
80,0.004045352485616216
1853,0.004044978102525033
233,0.004044725734615385
7914,0.004043070329695036
4283,0.004042761895469995
2526,0.004042695551869093
4465,0.0040409126557906655
244,0.004039953623091645
5730,0.00403772697088068
3620,0.0040251751556487
6247,0.004022198977469658
1159,0.004019984405892113
2818,0.004019535217705382
7139,0.004015296515058775
3071,0.004012277812752742
5339,0.004010716471214619
3842,0.004006357098374543
7743,0.004005839078675574
6876,0.004004264012452442
4594,0.004001444866024701
2997,0.003998537418946935
4532,0.00399847171867559
2716,0.003997950389647594
49,0.003996811915088174
727,0.003995909215764717
3655,0.003994896367980142
969,0.00399157166510676
8018,0.003989089332527925
5161,0.003984980590701874
1916,0.00398465595877556
253,0.0039830290384145935
218,0.0039823413565935155
1257,0.003980948806310713
2850,0.003978303051699052
6681,0.00397754458018654
570,0.00397667519373389
6112,0.003973367551007816
1197,0.003972929060094922
7994,0.003969132522635428
1997,0.003963301246787057
1823,0.003959991850576498
8161,0.003959219690218744
922,0.003958145957800013
6006,0.003949040649772815
1009,0.003947277654659154
25,0.003946211630096121
3302,0.003942153882000253
5537,0.003938742528477936
1732,0.0039379555662747805
7203,0.003929581025305441
5118,0.00392191991759289
945,0.003919333696037746
5057,0.003917305847497802
7405,0.003915844986030542
8092,0.003914642376588375
7308,0.003913843564429044
4979,0.003911667349854627
3189,0.0039104716393681726
1360,0.003909140319805097
7123,0.003906793574006507
8100,0.003904979126196296
2619,0.0039031204620593577
6765,0.0039025032348163936
3640,0.0039011349466529298
5233,0.0038998697582903028
1280,0.0038970193549380454
6839,0.003893272371130072
313,0.003889814846510645
6111,0.0038898046911464614
5579,0.003883171828663732
5223,0.0038821201985855844
7796,0.003881103712195382
5951,0.003875734266757356
5399,0.003872784542001751
3108,0.003861692879525824
5640,0.003860115138244284
1909,0.0038568655441022235
2764,0.0038550720175851085
1788,0.0038548335572044764
3332,0.0038528311947100416
5085,0.00385195172043376
1519,0.0038496361154172847
2991,0.003847907672508922
1663,0.0038471313286829473
6916,0.0038461828241860823
3361,0.0038436824139417717
4678,0.003835537162477537
7838,0.0038349087406825823
5853,0.0038344030298500505
437,0.0038339711840659385
8006,0.0038327669721765403
8031,0.003827982120161293
5107,0.0038277470323066975
1723,0.0038250916913892875
5623,0.0038244107121315598
142,0.003824016175465611
6486,0.0038207254157354557
2396,0.0038152236230234275
1764,0.0038118120517403892
5989,0.0038117358103310958
7041,0.003811130392652922
2663,0.003808385242825038
3969,0.003805859340673088
237,0.0038045850645194008
1544,0.0038040055057491154
2955,0.003803571613985866
5916,0.003802690900087976
3167,0.003800430448349164
4439,0.003799297929053462
4131,0.0037978346527793843
4537,0.0037972023442733346
2596,0.003795550199352214
3600,0.0037940219405756003
98,0.0037935118879319084
5859,0.0037915381691031734
2682,0.003786116072326077
5934,0.0037836575349303966
5525,0.00377772743304579
2809,0.003777675819767904
1725,0.0037773978797572584
4278,0.003775892578287004
7220,0.00377564287929454
5781,0.003775493384906259
6447,0.0037738924401026887
4654,0.0037714921504450913
4174,0.0037709958794671637
3697,0.003766444067007095
2214,0.0037604932281556655
6233,0.0037604326779632274
4486,0.003759866272665842
100,0.0037573399086411594
4738,0.003757328129918106
6060,0.0037545261251350588
7565,0.0037530493542584456
1432,0.003749426592534872
1876,0.0037484098582393002
4201,0.003748223010824326
4926,0.003745733497158081
4858,0.0037386370983272313
2587,0.0037382669340126546
5565,0.003736500342388514
3741,0.0037363130784919983
6760,0.0037349811354438663
2493,0.003730417806609965
8118,0.003729080212250363
5927,0.0037278185762979806
2261,0.003725912161008142
5096,0.0037239446209484986
1832,0.0037233608527866826
948,0.003720614444015222
7812,0.003718684736307368
1952,0.0037139349066652024
2021,0.003713371505609129
7684,0.003712735620228935
7859,0.0037056542998601077
3587,0.00370316065311361
2664,0.0037029608042658453
455,0.003699420427721276
4939,0.0036957151617791916
6514,0.0036945397626100074
3469,0.0036933370834315547
5862,0.003692670374013184
1000,0.0036864202136814017
7261,0.003686414485470306
1424,0.0036839579783115458
4210,0.0036821947062459855
3718,0.003679167946302995
8090,0.0036788612547784634
1914,0.0036788362129154227
6540,0.003676962428719091
1582,0.0036741993176529477
2189,0.0036740532951471468
2556,0.003671020229764446
1180,0.0036666064700895777
2606,0.003666563644445338
5896,0.0036653892919217023
3788,0.003662163708728468
2190,0.0036571081937297758
7646,0.003655889388555234
6014,0.0036542742997292786
4249,0.0036515115702681206
6183,0.0036509268222349846
1858,0.003645691670492766
333,0.0036455844496243155
5672,0.003644799845732783
4176,0.003642911560684363
1685,0.003638682722057887
3082,0.003637771231398618
2730,0.0036368413985784997
618,0.0036344883685687415
3354,0.0036323003436331655
4612,0.0036250735623204254
4560,0.003620879054551875
1754,0.0036204751732084716
3537,0.003618425161170105
3975,0.003613795006386387
1013,0.0036116557341559084
5360,0.003610971179050169
731,0.003608118846294529
7500,0.003605566921239186
1946,0.0036049893037855074
5403,0.003604025843019814
1986,0.003603934438563508
913,0.0036031508469684115
6733,0.0036022614500381424
378,0.0036020595887718853
96,0.0036002354981164507
4007,0.003598450406604823
3481,0.003598249175948254
4442,0.0035976145493570887
5626,0.0035931266351256867
1907,0.003593107097667591
4833,0.0035925326604445496
7825,0.0035900951983557816
2439,0.0035881747689641267
4120,0.0035867443727615016
7275,0.00358290074001127
3937,0.0035775051749475663
2178,0.0035743628270421155
3796,0.0035711657065907957
968,0.0035660120469312344
3841,0.00356587469125516
6676,0.003564104297712514
3988,0.0035626979186564804
1209,0.003561503680759181
5665,0.0035610078041869303
6109,0.0035574777686566187
6196,0.0035526661042576202
6959,0.00355144579269233
6125,0.0035512304976325617
6817,0.0035503327942942834
4080,0.003550136928418551
3983,0.0035495489131460714
329,0.003546220723604659
4448,0.003545574473554364
5543,0.0035452274868872486
3680,0.003542239968116261
35,0.0035420809829634506
5866,0.003541610471040674
2251,0.0035370330101674695
5678,0.0035339783960545144
4962,0.0035332616431835696
2617,0.0035316865758063354
4433,0.0035301133806197216
3907,0.0035282370729017615
4885,0.003523962737182318
6963,0.0035232131690881947
3119,0.003522516916369744
4452,0.0035220151421345813
613,0.003519049354798326
5371,0.0035181097876192365
2379,0.003517545596991576
3904,0.0035154572439925827
1376,0.0035151731978899786
7907,0.0035114274629342718
7564,0.003510914739941542
609,0.0035094208625808514
845,0.0035030831493780587
8043,0.003498663159565568
6433,0.0034960765967366556
6224,0.003495950492511951
3283,0.003495312513283821
1413,0.0034948922872030832
5190,0.0034939684257419743
4646,0.003491946638743505
2953,0.003489498388163107
2531,0.003487425755615664
4006,0.003486900948800946
3716,0.0034852950654232855
2276,0.0034831149887532206
1346,0.0034817442327254554
7466,0.003481650547364066
2903,0.0034781076364313094
1563,0.0034762022176087148
3024,0.0034750711981108937
900,0.00347424547866869
5226,0.00347025138587009
6393,0.003469591104999394
4205,0.003465944307880202
5439,0.0034627996700795018
1265,0.003460068836662519
3889,0.0034596205347855553
927,0.003452781916433048
3865,0.003452309065838335
4541,0.003451811052386634
5002,0.003451023145918294
462,0.003450874087047252
1014,0.0034505710910490497
6657,0.0034425009127017625
6769,0.00344008605896111
5172,0.0034307218141988475
8143,0.0034302481015509815
6434,0.003428664427577023
1819,0.00342765386806462
5125,0.0034264879856839912
4638,0.003426393384408581
6735,0.0034263360015711138
6198,0.0034225377153043243
2803,0.003420842748742392
1224,0.003417716010192513
2401,0.0034173364939774097
141,0.0034166840727410694
6538,0.00341645334793591
4321,0.0034125386499938718
7695,0.0034113188622557668
6983,0.003411123161376934
3994,0.0034104648961395495
7754,0.0034097859639460825
2738,0.0034069048483972067
6106,0.0034060703717005442
721,0.003399072301238059
3046,0.003392039298173652
6399,0.0033901235967372335
3812,0.0033894660125795887
6946,0.003383237624235505
3593,0.0033815595631025187
3774,0.003380932158977631
3287,0.0033791390664075003
3742,0.0033786559432341036
1140,0.0033774158831904985
3345,0.0033771957458450085
4578,0.00337625178963887
8017,0.0033738445597262592
7605,0.0033735014367466624
2009,0.0033727698892640373
5356,0.003370589355517575
1467,0.003370207138026115
2249,0.0033693873705766533
6201,0.003362139370022744
7328,0.0033600824173067516
5552,0.003359524439805874
1921,0.003358432500345977
5570,0.0033480047634766906
2625,0.0033446873179758733
2338,0.0033440205462977345
3775,0.0033414675436659867
6025,0.003338083435165072
798,0.0033348011089753254
5368,0.0033336363200779325
7846,0.003332190795598265
7228,0.003330340529580626
882,0.0033302706343842437
4507,0.0033276008348737366
5511,0.0033256970167575813
2559,0.0033254104090973476
261,0.003323026794403037
7183,0.0033226171296805943
4838,0.003322515641398612
5824,0.003322252811752963
7807,0.0033211867008749317
3895,0.003317986745205591
3838,0.0033167120328450594
3861,0.003316373574999545
4479,0.003314194964666412
1978,0.0033137154280727375
7692,0.0033124694720022695
2567,0.0033117384594919404
7788,0.0033104456602531056
5073,0.0033102542435152343
6645,0.0033091965713978808
6530,0.0033087416290980783
3144,0.0033057983034788557
6337,0.003303730179966966
7455,0.0032999347383853867
1496,0.0032997172319105595
348,0.003299601842023999
6574,0.0032949923152615474
1701,0.003294321703797191
5963,0.0032930311707539362
5679,0.003290282365404022
3903,0.0032839919448755996
2689,0.0032822310488889238
5051,0.003279236002116381
7050,0.00327916632687824
3837,0.0032769137748291047
3296,0.003276003799805708
3183,0.0032729091568340285
6737,0.0032727112170316416
4552,0.0032724060797617084
1683,0.0032682966734103097
4855,0.0032676252798978737
741,0.0032571525487852544
6761,0.003256789092048197
2053,0.003256519148582443
1588,0.003252624586686732
5388,0.00325225583627278
1937,0.0032512765189994224
5910,0.00324922592947305
1720,0.003248924188349849
870,0.003248830265776155
4384,0.0032487759009625083
1739,0.00324719929689971
3405,0.003246598435976414
656,0.0032451424594419596
470,0.003245015606813171
6045,0.003244638535231387
6705,0.0032446144213518968
3197,0.0032425099052502578
2428,0.0032413223348956056
430,0.003239144359226713
3690,0.0032387685358795364
4374,0.003234652141398002
6584,0.003234291994808734
557,0.0032341733548069108
294,0.0032321783656622705
5503,0.0032289841053060033
6059,0.0032276076316293755
