wavelength,value
196.85006713867188,114.34237670898438
196.99642944335938,-45.193115234375
197.14279174804688,-59.4052734375
197.2891387939453,121.71923828125
197.43548583984375,56.8023681640625
197.58181762695312,583.8133544921875
197.72813415527344,-134.01171875
197.87445068359375,223.8841552734375
198.020751953125,92.7022705078125
198.16705322265625,27.798316955566406
198.31333923339844,87.153564453125
198.45960998535156,-43.89271926879883
198.6058807373047,-9.32421875
198.75213623046875,208.17633056640625
198.8983917236328,42.17138671875
199.0446319580078,23.606201171875
199.19085693359375,-78.93310546875
199.3370819091797,-664.6612548828125
199.48329162597656,-97.90966796875
199.62950134277344,103.2769775390625
199.77569580078125,-168.035400390625
199.921875,139.197265625
200.06805419921875,-73.400390625
200.21421813964844,80.77734375
200.36038208007812,177.2840576171875
200.50653076171875,-0.447265625
200.6526641845703,-44.261558532714844
200.79879760742188,-2.95074462890625
200.94493103027344,78.0882568359375
201.09103393554688,163.59466552734375
201.2371368408203,-107.334228515625
201.38323974609375,100.326171875
201.52932739257812,94.7935791015625
201.67539978027344,-57.4482421875
201.8214569091797,56.4334716796875
201.96751403808594,-189.6685791015625
202.1135711669922,34.30271339416504
202.25961303710938,122.82583618164062
202.4056396484375,-61.228515625
202.55166625976562,78.9331283569336
202.6976776123047,156.992919921875
202.8436737060547,134.85498046875
202.9896697998047,-49.126220703125
203.13565063476562,139.79278564453125
203.28163146972656,-30.1566162109375
203.42759704589844,109.178466796875
203.57354736328125,-10.696533203125
203.71949768066406,175.201904296875
203.8654327392578,283.642822265625
204.01136779785156,-27.873291015625
204.15728759765625,212.25897216796875
204.30320739746094,215.11846923828125
204.4490966796875,-131.602294921875
204.59500122070312,400.2435302734375
204.74087524414062,189.2181854248047
204.88674926757812,-28.0322265625
205.03262329101562,-141.3079833984375
205.178466796875,10.32763671875
205.32431030273438,321.62620544433594
205.47015380859375,146.78582763671875
205.61598205566406,161.6812744140625
205.7617950439453,150.2327117919922
205.90760803222656,216.53509521484375
206.05340576171875,-3.1573486328125
206.19920349121094,-69.874267578125
206.34498596191406,64.9169921875
206.49075317382812,-18.21435546875
206.6365203857422,119.19287109375
206.7822723388672,127.61328125
206.92800903320312,19.180007934570312
207.07374572753906,40.085205078125
207.21946716308594,1.47540283203125
