wavelength,value
196.85006713867188,-22.13079833984375
196.99642944335938,167.222412109375
197.14279174804688,-208.7880859375
197.2891387939453,7.376953125
197.43548583984375,155.13299560546875
197.58181762695312,-195.488525390625
197.72813415527344,-199.66650390625
197.87445068359375,87.017578125
198.020751953125,-86.6788330078125
198.16705322265625,-75.84751892089844
198.31333923339844,-192.1767578125
198.45960998535156,-43.52387619018555
198.6058807373047,-61.72216796875
198.75213623046875,93.68698120117188
198.8983917236328,-156.759765625
199.0446319580078,-88.8919677734375
199.19085693359375,-59.38427734375
199.3370819091797,-786.01171875
199.48329162597656,-117.827392578125
199.62950134277344,15.49151611328125
199.77569580078125,-252.13232421875
199.921875,-2.2130126953125
200.06805419921875,-2.9508056640625
200.21421813964844,56.06463623046875
200.36038208007812,-189.9559326171875
200.50653076171875,-131.0189208984375
200.6526641845703,-121.71930694580078
200.79879760742188,25.81927490234375
200.94493103027344,-119.875
201.09103393554688,-139.05511474609375
201.2371368408203,-111.39154052734375
201.38323974609375,136.84197998046875
201.52932739257812,2.213134765625
201.67539978027344,-252.198974609375
201.8214569091797,-98.48199462890625
201.96751403808594,-134.71044921875
202.1135711669922,239.62872314453125
202.25961303710938,-85.5723876953125
202.4056396484375,-73.0316162109375
202.55166625976562,36.146944999694824
202.6976776123047,-43.2470703125
202.8436737060547,-207.281982421875
202.9896697998047,-195.189453125
203.13565063476562,143.48123168945312
203.28163146972656,-69.9920654296875
203.42759704589844,68.9742431640625
203.57354736328125,-67.1300048828125
203.71949768066406,295.076904296875
203.8654327392578,302.822998046875
204.01136779785156,-134.8387451171875
204.15728759765625,231.59420776367188
204.30320739746094,-13.64727783203125
204.4490966796875,-241.5185546875
204.59500122070312,323.84716796875
204.74087524414062,111.39161682128906
204.88674926757812,319.789794921875
205.03262329101562,-223.19189453125
205.178466796875,-2.9508056640625
205.32431030273438,118.76853942871094
205.47015380859375,80.0396728515625
205.61598205566406,-18.8111572265625
205.7617950439453,-171.77019882202148
205.90760803222656,-79.67083740234375
206.05340576171875,-128.9339599609375
206.19920349121094,-243.600830078125
206.34498596191406,67.13006591796875
206.49075317382812,-122.8837890625
206.6365203857422,164.79364013671875
206.7822723388672,-247.86474609375
206.92800903320312,31.351943969726562
207.07374572753906,-221.9068603515625
207.21946716308594,-30.6142578125
207.3651885986328,-91.169189453125
207.51089477539062,-39.83544921875
207.65660095214844,82.99044799804688
207.80227661132812,-195.3828125
207.94796752929688,-134.26007080078125
208.0936279296875,395.4033203125
208.23928833007812,-30.849853515625
208.38494873046875,-111.073974609375
208.53057861328125,-175.810546875
208.6762237548828,-129.050048828125
208.82183837890625,-174.938720703125
208.9674530029297,-221.7908935546875
209.11305236816406,44.261566162109375
209.25865173339844,11.0653076171875
209.40423583984375,61.3011474609375
209.54981994628906,67.8677978515625
209.6953887939453,125.0389404296875
209.8409423828125,-183.72847366333008
209.98648071289062,-108.07199096679688
210.13201904296875,-5.9015350341796875
210.27755737304688,-192.307861328125
210.42308044433594,-28.207733154296875
210.56858825683594,-136.1043701171875
210.71408081054688,-99.9573974609375
210.8595733642578,-96.28759765625
211.00506591796875,-126.51431274414062
211.15052795410156,116.18661499023438
211.29598999023438,52.370361328125
211.4414520263672,-337.906005859375
211.58689880371094,64.91696166992188
211.73233032226562,-52.7449951171875
211.8777618408203,-67.0186767578125
212.02317810058594,-66.76123046875
212.1685791015625,91.47390747070312
212.31398010253906,3.3197021484375
212.45936584472656,-101.801513671875
212.604736328125,-27.6826171875
212.75010681152344,-261.14324951171875
212.89547729492188,-8.852294921875
213.0408172607422,-49.79425048828125
213.1861572265625,-95.162353515625
213.3314971923828,-21.7618408203125
213.47682189941406,-100.93310546875
213.62213134765625,-278.378173828125
213.76742553710938,-147.53857421875
213.9127197265625,116.9245834350586
214.05801391601562,-160.4345703125
214.20327758789062,-146.294921875
214.34854125976562,49.794189453125
214.49380493164062,-382.998779296875
214.63905334472656,-17.690673828125
214.78428649902344,-251.2098388671875
214.92950439453125,-27.6634521484375
215.07472229003906,33.56494140625
215.21994018554688,480.9755859375
215.36512756347656,-8.4835205078125
215.51031494140625,88.523193359375
215.65550231933594,-40.2042236328125
215.80067443847656,18.073486328125
215.94583129882812,367.002197265625
216.0909881591797,-206.92279052734375
216.2361297607422,202.49658203125
216.38125610351562,-111.76043701171875
216.52638244628906,0.61572265625
216.67149353027344,89.629638671875
216.81658935546875,1846.894775390625
216.96168518066406,115.81787109375
217.1067657470703,213.930908203125
217.25184631347656,-299.615478515625
217.39691162109375,-44.374786376953125
217.54196166992188,53.09814453125
217.68701171875,209.13592529296875
217.83204650878906,-90.158203125
217.97706604003906,-41.310791015625
218.12208557128906,-52.8800048828125
218.26708984375,196.9639892578125
218.41209411621094,-263.755615234375
218.5570831298828,-79.224365234375
218.70205688476562,-307.7255859375
218.84701538085938,-159.0703125
218.99197387695312,-128.7275390625
219.13693237304688,68.236572265625
219.28187561035156,-239.262451171875
219.4268035888672,-242.55859375
219.57171630859375,-255.547119140625
219.7166290283203,505.319580078125
219.8615264892578,159.2191162109375
220.0064239501953,-85.20352172851562
220.15130615234375,110.9654541015625
220.29617309570312,18.073486328125
220.4410400390625,226.10284423828125
220.5858917236328,101.06396484375
220.73072814941406,-132.78472900390625
220.8755645751953,-47.5811767578125
221.0203857421875,-47.5811767578125
221.1652069091797,310.19970703125
221.3100128173828,-28.77001953125
221.45480346679688,-85.2000732421875
221.59959411621094,74.665283203125
221.74436950683594,646.21923828125
221.88912963867188,-152.3336181640625
222.0338897705078,-311.187744140625
222.1786346435547,-0.01849365234375
222.3233642578125,-153.832763671875
222.4680938720703,-295.0009765625
222.61280822753906,-111.7604570388794
222.7575225830078,19.548858642578125
222.9022216796875,20.757080078125
223.04690551757812,-73.031494140625
223.1915740966797,-203.6031494140625
223.33624267578125,-87.4166259765625
223.4809112548828,32.458465576171875
223.62554931640625,-182.178466796875
223.7701873779297,-115.3668212890625
223.91482543945312,-232.373291015625
224.0594482421875,-35.43365478515625
224.2040557861328,-90.7362060546875
224.34864807128906,105.85888671875
224.4932403564453,-74.5069580078125
224.6378173828125,-43.155029296875
224.7823944091797,-174.46434020996094
224.9269561767578,-156.86181640625
225.07150268554688,16.966949462890625
225.21604919433594,-45.4404296875
225.36058044433594,-116.92431640625
225.50509643554688,-49.0367431640625
225.6496124267578,-34.54931640625
225.7941131591797,-88.0955810546875
225.9385986328125,-62.7313232421875
226.0830841064453,-56.8023681640625
226.22755432128906,-3.6884765625
226.3720245361328,150.1204833984375
226.5164794921875,-112.498046875
226.66091918945312,-35.607078552246094
226.8053436279297,-171.144775390625
226.94976806640625,40.94195556640625
227.0941925048828,-64.548095703125
227.23858642578125,221.95118713378906
227.3829803466797,-96.2689208984375
227.52737426757812,-52.745025634765625
227.67173767089844,-18.9345703125
227.81610107421875,-105.85888671875
227.96046447753906,-166.3497314453125
228.1048126220703,56.064697265625
228.2491455078125,-185.7730712890625
228.39346313476562,-213.4654541015625
228.53778076171875,-139.73974609375
228.6820831298828,89.99853515625
