wavelength,value
196.85006713867188,-64.0
196.99642944335938,-959.3333129882812
197.14279174804688,-2116.333251953125
197.2891387939453,3077.333251953125
197.43548583984375,-527.0
197.58181762695312,-1634.0
197.72813415527344,-2068.333251953125
197.87445068359375,-1463.6666259765625
198.020751953125,-1540.6666259765625
198.16705322265625,-264.0
198.31333923339844,-2944.333251953125
198.45960998535156,-114.33333587646484
198.6058807373047,-3469.0
198.75213623046875,-194.3333282470703
198.8983917236328,-2402.0
199.0446319580078,-1564.6666259765625
199.19085693359375,-709.6666870117188
199.3370819091797,1169.0
199.48329162597656,-1390.0
199.62950134277344,-525.6666870117188
199.77569580078125,-2391.666748046875
199.921875,-1624.6666259765625
200.06805419921875,-1303.0
200.21421813964844,498.3333435058594
200.36038208007812,-1327.6666259765625
200.50653076171875,-1925.0
200.6526641845703,-140.3333282470703
200.79879760742188,589.3333129882812
200.94493103027344,-1271.0
201.09103393554688,-745.6666870117188
201.2371368408203,918.0
201.38323974609375,727.3333129882812
201.52932739257812,-793.3333129882812
201.67539978027344,-2534.666748046875
201.8214569091797,-848.3333129882812
201.96751403808594,-911.6666870117188
202.1135711669922,892.3333129882812
202.25961303710938,-401.3333435058594
202.4056396484375,696.6666870117188
202.55166625976562,0.6666666865348816
202.6976776123047,-2784.666748046875
202.8436737060547,-1919.6666259765625
202.9896697998047,-2142.0
203.13565063476562,-554.3333129882812
203.28163146972656,-1326.6666259765625
203.42759704589844,891.0
203.57354736328125,-1055.6666259765625
203.71949768066406,3853.0
203.8654327392578,3438.666748046875
204.01136779785156,-923.3333129882812
204.15728759765625,-483.3333435058594
204.30320739746094,-604.3333129882812
204.4490966796875,-2965.333251953125
204.59500122070312,1443.3333740234375
204.74087524414062,321.6666564941406
204.88674926757812,2111.666748046875
205.03262329101562,-1544.3333740234375
205.178466796875,1682.6666259765625
205.32431030273438,18.33333396911621
205.47015380859375,-790.0
205.61598205566406,-1621.0
205.7617950439453,18.0
205.90760803222656,-413.3333435058594
206.05340576171875,-1304.0
206.19920349121094,-2057.333251953125
206.34498596191406,444.0
206.49075317382812,-2311.0
206.6365203857422,-368.6666564941406
206.7822723388672,-3088.666748046875
206.92800903320312,-176.0
207.07374572753906,-1787.6666259765625
207.21946716308594,-560.6666870117188
207.3651885986328,-1539.0
207.51089477539062,-1036.6666259765625
207.65660095214844,-553.3333129882812
207.80227661132812,-1965.0
207.94796752929688,-760.0
208.0936279296875,4586.0
208.23928833007812,-1604.3333740234375
208.38494873046875,-717.3333129882812
208.53057861328125,-2859.333251953125
208.6762237548828,-1853.3333740234375
208.82183837890625,-3038.333251953125
208.9674530029297,-1743.3333740234375
209.11305236816406,356.6666564941406
209.25865173339844,1672.0
209.40423583984375,-1006.6666870117188
209.54981994628906,406.3333435058594
209.6953887939453,255.6666717529297
209.8409423828125,-244.3333282470703
209.98648071289062,-495.3333435058594
210.13201904296875,-279.3333435058594
210.27755737304688,-3207.666748046875
210.42308044433594,-288.3333435058594
210.56858825683594,-1139.6666259765625
210.71408081054688,-1249.3333740234375
210.8595733642578,-2776.666748046875
211.00506591796875,165.6666717529297
211.15052795410156,-177.3333282470703
211.29598999023438,-2357.666748046875
211.4414520263672,-2999.333251953125
211.58689880371094,335.6666564941406
211.73233032226562,1937.3333740234375
211.8777618408203,-1973.3333740234375
212.02317810058594,-1575.6666259765625
212.1685791015625,-407.0
212.31398010253906,-1774.6666259765625
212.45936584472656,1974.0
212.604736328125,-2437.333251953125
212.75010681152344,-747.3333129882812
212.89547729492188,747.6666870117188
213.0408172607422,-692.6666870117188
213.1861572265625,-1009.6666870117188
213.3314971923828,-1478.6666259765625
213.47682189941406,-1985.3333740234375
213.62213134765625,-2603.333251953125
213.76742553710938,-2968.333251953125
213.9127197265625,140.6666717529297
214.05801391601562,-2339.0
214.20327758789062,-1859.6666259765625
214.34854125976562,618.6666870117188
214.49380493164062,-2558.666748046875
214.63905334472656,-2173.0
214.78428649902344,-973.3333129882812
214.92950439453125,-916.3333129882812
215.07472229003906,1035.0
215.21994018554688,4424.0
215.36512756347656,-810.0
215.51031494140625,-1136.0
215.65550231933594,1219.3333740234375
215.80067443847656,1817.0
215.94583129882812,1956.3333740234375
216.0909881591797,-597.6666870117188
216.2361297607422,2509.0
216.38125610351562,-943.6666870117188
216.52638244628906,-1030.0
216.67149353027344,192.6666717529297
216.81658935546875,-358.6666564941406
216.96168518066406,1222.3333740234375
217.1067657470703,1684.3333740234375
217.25184631347656,-3827.666748046875
217.39691162109375,-367.0
217.54196166992188,-1852.6666259765625
217.68701171875,705.3333129882812
217.83204650878906,-2010.0
217.97706604003906,-992.3333129882812
218.12208557128906,-1127.6666259765625
218.26708984375,413.6666564941406
218.41209411621094,-2766.666748046875
218.5570831298828,-2754.666748046875
218.70205688476562,-1443.0
218.84701538085938,-778.3333129882812
218.99197387695312,-2162.333251953125
219.13693237304688,358.0
219.28187561035156,-2495.0
219.4268035888672,-1391.6666259765625
219.57171630859375,-3492.0
219.7166290283203,3474.0
219.8615264892578,-1037.0
220.0064239501953,-310.6666564941406
220.15130615234375,-927.0
220.29617309570312,729.3333129882812
220.4410400390625,716.3333129882812
220.5858917236328,-669.0
220.73072814941406,-1303.6666259765625
220.8755645751953,-1867.3333740234375
221.0203857421875,-1559.0
221.1652069091797,4401.33349609375
221.3100128173828,-1049.0
221.45480346679688,-1674.6666259765625
221.59959411621094,-1889.0
221.74436950683594,4586.66650390625
221.88912963867188,-1050.6666259765625
222.0338897705078,-1690.0
222.1786346435547,-827.6666870117188
222.3233642578125,-2045.3333740234375
222.4680938720703,-3134.0
222.61280822753906,45.66666793823242
222.7575225830078,-393.3333435058594
222.9022216796875,-2184.666748046875
223.04690551757812,-1688.6666259765625
223.1915740966797,-1329.6666259765625
223.33624267578125,-787.6666870117188
223.4809112548828,420.0
223.62554931640625,-1011.6666870117188
223.7701873779297,-1765.6666259765625
223.91482543945312,-1513.0
224.0594482421875,-1027.3333740234375
224.2040557861328,1418.6666259765625
224.34864807128906,2880.0
224.4932403564453,270.3333435058594
224.6378173828125,-596.6666870117188
224.7823944091797,-125.0
224.9269561767578,514.6666870117188
225.07150268554688,-401.3333435058594
225.21604919433594,-2478.0
225.36058044433594,-1225.0
225.50509643554688,-1596.3333740234375
225.6496124267578,-3005.333251953125
225.7941131591797,-1203.6666259765625
225.9385986328125,-1138.0
226.0830841064453,-1169.6666259765625
226.22755432128906,-1325.0
226.3720245361328,1198.0
226.5164794921875,-2407.0
226.66091918945312,-283.6666564941406
226.8053436279297,-1714.6666259765625
226.94976806640625,-215.0
227.0941925048828,-2090.333251953125
227.23858642578125,-342.0
227.3829803466797,-1025.6666259765625
227.52737426757812,-661.3333129882812
227.67173767089844,-2187.666748046875
227.81610107421875,352.3333435058594
227.96046447753906,-1042.3333740234375
228.1048126220703,2222.666748046875
