wavelength,value
196.85006713867188,16.966934204101562
196.99642944335938,-228.31594848632812
197.14279174804688,-580.1954345703125
197.2891387939453,825.1485595703125
197.43548583984375,-149.01394653320312
197.58181762695312,-786.01171875
197.72813415527344,-433.025634765625
197.87445068359375,-248.60247802734375
198.020751953125,-393.927978515625
198.16705322265625,-41.310791015625
198.31333923339844,-589.785400390625
198.45960998535156,17.704620361328125
198.6058807373047,-622.9815673828125
198.75213623046875,57.90887451171875
198.8983917236328,-483.5576171875
199.0446319580078,-422.69793701171875
199.19085693359375,-437.0766934156418
199.3370819091797,409.8516845703125
199.48329162597656,-234.5863037109375
199.62950134277344,-110.6539306640625
199.77569580078125,-513.0653076171875
199.921875,-343.39593505859375
200.06805419921875,-218.3570556640625
200.21421813964844,164.50549697875977
200.36038208007812,-260.0367431640625
200.50653076171875,-417.165283203125
200.6526641845703,58.277732849121094
200.79879760742188,209.87359619140625
200.94493103027344,-282.16748046875
201.09103393554688,-147.90737915039062
201.2371368408203,271.0956115722656
201.38323974609375,214.29975509643555
201.52932739257812,-80.40850830078125
201.67539978027344,-499.78680419921875
201.8214569091797,-66.39236450195312
201.96751403808594,-29.8765869140625
202.1135711669922,314.7754821777344
202.25961303710938,30.98309326171875
202.4056396484375,209.87359619140625
202.55166625976562,73.03158569335938
202.6976776123047,-585.3592529296875
202.8436737060547,-475.07415771484375
202.9896697998047,-429.33721923828125
203.13565063476562,-87.78543090820312
203.28163146972656,-349.2974853515625
203.42759704589844,398.1440887451172
203.57354736328125,-137.5797119140625
203.71949768066406,947.88623046875
203.8654327392578,789.8946533203125
204.01136779785156,-182.57894897460938
204.15728759765625,-176.67742919921875
204.30320739746094,29.5076904296875
204.4490966796875,-523.7618408203125
204.59500122070312,545.0022277832031
204.74087524414062,62.70388603210449
204.88674926757812,465.34088134765625
205.03262329101562,-331.9617919921875
205.178466796875,516.3853759765625
205.32431030273438,231.64476490020752
205.47015380859375,-156.75970458984375
205.61598205566406,-378.8052978515625
205.7617950439453,136.84200859069824
205.90760803222656,-16.9669189453125
206.05340576171875,-187.37396240234375
206.19920349121094,-265.2005615234375
206.34498596191406,89.9985237121582
206.49075317382812,-504.58184814453125
206.6365203857422,-98.48199462890625
206.7822723388672,-747.2828369140625
206.92800903320312,21.393096923828125
207.07374572753906,-218.3570556640625
207.21946716308594,-30.6142578125
207.3651885986328,-247.1270751953125
207.51089477539062,-65.6546630859375
207.65660095214844,136.47314453125
207.80227661132812,-357.41217041015625
207.94796752929688,-37.99114990234375
208.0936279296875,989.0589599609375
208.23928833007812,-356.30560302734375
208.38494873046875,-116.92428588867188
208.53057861328125,-569.86767578125
208.6762237548828,-248.6025390625
208.82183837890625,-709.660400390625
208.9674530029297,-473.5987548828125
209.11305236816406,-73.76927947998047
209.25865173339844,436.225341796875
209.40423583984375,-155.28436279296875
209.54981994628906,335.8347625732422
209.6953887939453,21.02424430847168
209.8409423828125,90.36735534667969
209.98648071289062,-10.696533203125
210.13201904296875,-87.41659545898438
210.27755737304688,-617.4488525390625
210.42308044433594,-65.6546630859375
210.56858825683594,-79.302001953125
210.71408081054688,-145.6943359375
210.8595733642578,-727.364990234375
211.00506591796875,30.245403289794922
211.15052795410156,31.720794677734375
211.29598999023438,-461.795654296875
211.4414520263672,-631.465087890625
211.58689880371094,110.28507614135742
211.73233032226562,504.4422607421875
211.8777618408203,-438.55828857421875
212.02317810058594,-354.8302001953125
212.1685791015625,8.852310180664062
212.31398010253906,-406.8375244140625
212.45936584472656,510.6014404296875
212.604736328125,-429.337158203125
212.75010681152344,-73.769287109375
212.89547729492188,166.71856307983398
213.0408172607422,-94.79351806640625
213.1861572265625,-150.1204833984375
213.3314971923828,-137.57965087890625
213.47682189941406,-463.2711181640625
213.62213134765625,-466.9595947265625
213.76742553710938,-642.1614990234375
213.9127197265625,11.065391540527344
214.05801391601562,-412.0013427734375
214.20327758789062,-279.58563232421875
214.34854125976562,321.47667503356934
214.49380493164062,-509.3768310546875
214.63905334472656,-263.72509765625
214.78428649902344,-74.50701904296875
214.92950439453125,-253.02859497070312
215.07472229003906,354.4798889160156
215.21994018554688,1148.0791015625
215.36512756347656,-281.0609130859375
215.51031494140625,-304.29827880859375
215.65550231933594,518.0605773925781
215.80067443847656,480.27105712890625
215.94583129882812,620.7339477539062
216.0909881591797,-50.900787353515625
216.2361297607422,598.607177734375
216.38125610351562,-142.374755859375
216.52638244628906,-178.5216064453125
216.67149353027344,95.90006113052368
216.81658935546875,-816.6259460449219
216.96168518066406,261.42822265625
217.1067657470703,443.2096252441406
217.25184631347656,-798.9212646484375
217.39691162109375,32.45849609375
217.54196166992188,-476.91845703125
217.68701171875,340.94449615478516
217.83204650878906,-448.5172119140625
217.97706604003906,-33.56500244140625
218.12208557128906,-308.3555908203125
218.26708984375,305.4778289794922
218.41209411621094,-507.163818359375
218.5570831298828,-544.7861328125
218.70205688476562,-174.095458984375
218.84701538085938,-175.93975830078125
218.99197387695312,-441.8779296875
219.13693237304688,299.89649963378906
219.28187561035156,-566.9168701171875
219.4268035888672,-182.21014404296875
219.57171630859375,-764.61865234375
219.7166290283203,806.0784912109375
219.8615264892578,-30.6142578125
220.0064239501953,35.0404052734375
220.15130615234375,-222.78326416015625
220.29617309570312,295.89980697631836
220.4410400390625,372.76180267333984
220.5858917236328,-669.8250427246094
220.73072814941406,-117.6619873046875
220.8755645751953,-230.16015625
221.0203857421875,-254.8729248046875
221.1652069091797,1056.5792236328125
221.3100128173828,-137.94854736328125
221.45480346679688,-304.29827880859375
221.59959411621094,-282.16748046875
221.74436950683594,1168.6494140625
221.88912963867188,-102.17047119140625
222.0338897705078,-248.233642578125
222.1786346435547,-227.20941162109375
222.3233642578125,-378.8052978515625
222.4680938720703,-639.2108154296875
222.61280822753906,-66.76119995117188
222.7575225830078,-48.687713623046875
222.9022216796875,-341.18292236328125
223.04690551757812,-286.9625244140625
223.1915740966797,-191.4312744140625
223.33624267578125,-104.7523193359375
223.4809112548828,8.852310180664062
223.62554931640625,-112.4981689453125
223.7701873779297,-358.8875732421875
223.91482543945312,-239.75018310546875
224.0594482421875,-95.90008544921875
224.2040557861328,364.5943298339844
224.34864807128906,532.6309814453125
224.4932403564453,82.25274658203125
224.6378173828125,79.29092407226562
224.7823944091797,99.95736694335938
224.9269561767578,329.2254829406738
225.07150268554688,-30.614227294921875
225.21604919433594,-454.0498046875
225.36058044433594,-317.57672119140625
225.50509643554688,-250.4466552734375
225.6496124267578,-476.91845703125
225.7941131591797,-106.9654541015625
225.9385986328125,-227.20941162109375
226.0830841064453,-215.775146484375
226.22755432128906,-34.67156982421875
226.3720245361328,341.49053955078125
226.5164794921875,-478.02490234375
226.66091918945312,198.1348114013672
226.8053436279297,-359.62518310546875
226.94976806640625,104.75237655639648
227.0941925048828,-425.2799072265625
227.23858642578125,22.130767822265625
227.3829803466797,-153.4400634765625
227.52737426757812,42.048492431640625
227.67173767089844,-360.731689453125
227.81610107421875,143.85009384155273
227.96046447753906,-89.629638671875
228.1048126220703,652.9586181640625
228.2491455078125,-412.00140380859375
228.39346313476562,-35.0404052734375
228.53778076171875,-621.5062255859375
228.6820831298828,172.25128173828125
228.82638549804688,-329.3797607421875
228.9706573486328,247.80230331420898
229.1149444580078,-655.0712890625
229.2592010498047,502.0707702636719
229.40345764160156,950.84228515625
229.54769897460938,-506.426025390625
229.6919403076172,-69.34310913085938
229.83616638183594,96.63774871826172
229.98037719726562,-258.19244384765625
230.1245880126953,-153.80889892578125
230.26878356933594,265.09161376953125
230.4129638671875,485.1791687011719
230.55714416503906,-653.964599609375
230.70130920410156,-277.3724365234375
230.84547424316406,173.72665405273438
230.98960876464844,-252.6597900390625
231.1337432861328,-440.402587890625
231.2778778076172,649.4910278320312
231.4219970703125,-162.29241943359375
231.56610107421875,183.31665802001953
231.71018981933594,-127.98968505859375
231.85427856445312,-324.2159423828125
231.99835205078125,-465.85302734375
232.14242553710938,-500.1556396484375
232.28648376464844,-174.83319091796875
232.43052673339844,-225.3651123046875
232.57455444335938,-78.1954345703125
232.7185821533203,918.864013671875
232.86260986328125,-595.318115234375
233.00660705566406,-69.34310913085938
233.15060424804688,-418.2718505859375
233.29458618164062,262.3192443847656
233.43856811523438,-145.32550048828125
233.58253479003906,-686.423095703125
233.7264862060547,153.80894470214844
233.8704376220703,-223.52093505859375
234.01437377929688,-462.5333251953125
234.15829467773438,-159.71044921875
234.30221557617188,-473.22998046875
234.4461212158203,350.5872802734375
234.5900115966797,-596.79345703125
234.73390197753906,437.4190368652344
234.87777709960938,-396.1409912109375
235.0216522216797,810.8220825195312
235.16549682617188,-715.193115234375
235.30934143066406,-377.69873046875
235.45318603515625,-559.171142578125
235.5970001220703,128.72740173339844
235.74082946777344,-451.09912109375
235.88462829589844,86.67889404296875
236.02842712402344,-69.34310913085938
236.17221069335938,172.98896026611328
236.31597900390625,192.90665817260742
236.45974731445312,316.57923889160156
236.60350036621094,-317.57672119140625
236.74725341796875,-146.80084228515625
236.89097595214844,-357.78094482421875
237.03469848632812,-124.30126953125
237.1784210205078,-2.21307373046875
237.32212829589844,-270.3643798828125
237.4658203125,-645.481201171875
237.6094970703125,-86.678955078125
237.753173828125,-222.78323364257812
237.89683532714844,-16.9669189453125
238.04049682617188,-239.38128662109375
238.18414306640625,-479.1314697265625
238.32777404785156,222.77243733406067
238.4713897705078,246.59369468688965
238.61500549316406,56.43348693847656
238.75860595703125,-137.57965087890625
238.90220642089844,626.0289306640625
239.0457763671875,-178.52166748046875
239.18936157226562,-138.686279296875
239.33291625976562,209.95809936523438
239.47647094726562,192.9066619873047
239.62001037597656,495.9128112792969
239.76353454589844,-417.9029541015625
239.9070587158203,212.45552253723145
240.05056762695312,45.73695373535156
240.19407653808594,-533.7208251953125
240.3375701904297,142.74354934692383
240.48104858398438,666.302490234375
240.62451171875,-42.78619384765625
240.76797485351562,276.21759033203125
240.9114227294922,202.12782287597656
241.0548553466797,-91.10504150390625
241.1982879638672,-521.9176025390625
241.34170532226562,-393.92791748046875
241.48512268066406,-47.5811767578125
241.62852478027344,-114.71124267578125
241.77191162109375,-237.168212890625
241.915283203125,71.55620193481445
242.05865478515625,-448.5172119140625
242.20201110839844,684.258544921875
242.34535217285156,-87.78546142578125
242.4886932373047,-88.52313232421875
242.63201904296875,-227.947021484375
242.77532958984375,368.54766845703125
242.91864013671875,-87.4166259765625
243.0619354248047,230.2327880859375
243.20521545410156,-279.21673583984375
243.34849548339844,983.510498046875
243.49176025390625,202.335693359375
243.635009765625,-66.76119995117188
243.77825927734375,-354.092529296875
243.92149353027344,1047.089111328125
244.06471252441406,-31.351959228515625
244.2079315185547,610.2235107421875
244.35113525390625,-388.7640380859375
244.49432373046875,-216.51287841796875
244.63751220703125,-286.59368896484375
244.7806854248047,-352.9859619140625
244.92384338378906,-39.835418701171875
245.06700134277344,-409.41943359375
245.2101287841797,-683.84130859375
245.353271484375,-301.71636962890625
245.4963836669922,-453.3121337890625
245.63949584960938,478.07855224609375
245.7825927734375,769.7503662109375
245.92568969726562,-106.9654541015625
246.0687713623047,-316.47015380859375
246.2118377685547,-558.0645751953125
246.35488891601562,-506.426025390625
246.49794006347656,398.73492431640625
246.64097595214844,-249.708984375
246.78399658203125,52.00738525390625
246.92701721191406,21.393081665039062
247.0700225830078,281.6771354675293
247.2130126953125,217.98820927739143
247.3560028076172,620.77783203125
247.4989776611328,403.4723358154297
247.64193725585938,-307.9866943359375
247.78489685058594,-379.9117431640625
247.92784118652344,475.75
248.07077026367188,-523.024169921875
248.2136993408203,-484.6641845703125
248.3566131591797,-574.6627197265625
248.49951171875,591.5789184570312
248.6424102783203,-749.495849609375
248.7852783203125,379.6308288574219
248.92816162109375,535.4735107421875
249.07101440429688,157.8662567138672
249.2138671875,-190.32470703125
249.35670471191406,360.4154281616211
249.49952697753906,-208.02935791015625
249.64234924316406,-284.01177978515625
249.78515625,-375.8543701171875
249.92794799804688,559.3424072265625
250.07073974609375,-286.22479248046875
250.21351623535156,880.545654296875
250.3562774658203,275.9424743652344
250.49903869628906,-210.9801025390625
250.64178466796875,-673.88232421875
250.78451538085938,552.5021362304688
250.92724609375,218.33177185058594
251.06996154785156,509.296142578125
251.21266174316406,-669.824951171875
251.3553466796875,198.80819702148438
251.49803161621094,37.25347900390625
251.6407012939453,42.048492431640625
251.7833709716797,221.66950035095215
251.92601013183594,-73.40042114257812
252.0686492919922,-385.07568359375
252.21128845214844,-197.332763671875
252.35389709472656,840.7706298828125
252.4965057373047,168.19395351409912
252.63909912109375,343.29534912109375
252.7816925048828,48.31884765625
252.9242706298828,-274.0528564453125
253.06683349609375,825.1878051757812
253.2093963623047,-423.8045654296875
253.3519287109375,678.2938232421875
253.49447631835938,949.8831176757812
253.63699340820312,485.8912658691406
253.77951049804688,-365.5267333984375
253.92201232910156,-240.1190185546875
254.0644989013672,-314.6259765625
254.2069854736328,501.4622802734375
254.34945678710938,-361.4693603515625
254.49191284179688,-184.4232177734375
